### HEADER for file '2C@01-09.log'; Device: c0:98:e5:42:00:2c; Firmware: e83318e8-dirty; Date: 2031/01/09 15:58:12; Timestamp: 1925740692
### Device booted at 2031/01/09 15:58:12; Timestamp: 1925740692
### BATTERY VOLTAGE: 4225 mV; Timestamp: 1925740693
### CHARGING STATUS: NOT PLUGGED IN and NOT CHARGING; Timestamp: 1925740693
### MOTION CHANGE: STATIONARY; Timestamp: 1925740693
### Device booted at 2031/01/09 15:58:11; Timestamp: 1925740691
### BATTERY VOLTAGE: 4264 mV; Timestamp: 1925740691
### CHARGING STATUS: NOT PLUGGED IN and NOT CHARGING; Timestamp: 1925740692
### MOTION CHANGE: STATIONARY; Timestamp: 1925740693
1639331541	c0:98:e5:42:00:2a	000000	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	000489
1639331542	c0:98:e5:42:00:2a	000520	000085	000087	000105	000107	000113	000121	000136	000143	000144	000154	000163	000165	000167	000178	000183	000185	000188	000194	000194	000197	000203	000208	000224	000240	000242	000276	000298	000391	000475	000524	000504
1639331543	c0:98:e5:42:00:2a	000701	000444	000456	000471	000472	000481	000481	000488	000492	000530	000533	000537	000540	000550	000554	000558	000567	000574	000578	000583	000585	000601	000604	000610	000629	000654	000668	000770	000822	000875	000911	000520
1639331544	c0:98:e5:42:00:2a	000789	000328	000341	000353	000370	000384	000386	000391	000392	000392	000408	000422	000437	000441	000445	000446	000449	000450	000461	000464	000494	000494	000498	000531	000536	000556	000571	000575	000589	000635	000655	000536
1639331545	c0:98:e5:42:00:2a	000959	000571	000585	000592	000599	000605	000610	000625	000634	000634	000637	000645	000646	000652	000663	000672	000680	000688	000696	000704	000708	000724	000759	000786	000823	000823	000857	000904	000915	001070	001087	000551
1639331546	c0:98:e5:42:00:2a	000918	000523	000543	000557	000562	000582	000588	000596	000606	000622	000625	000643	000647	000649	000651	000660	000662	000666	000678	000702	000723	000735	000739	000758	000775	000810	000816	000839	000842	000930	000933	000567
1639331547	c0:98:e5:42:00:2a	000765	000380	000389	000397	000445	000454	000457	000463	000468	000481	000482	000482	000488	000492	000511	000516	000523	000528	000535	000567	000573	000573	000577	000578	000581	000592	000610	000630	000640	000869	000949	000582
1639331548	c0:98:e5:42:00:2a	000670	000240	000279	000296	000297	000303	000307	000309	000335	000336	000340	000346	000348	000352	000361	000364	000370	000375	000384	000396	000410	000419	000424	000426	000437	000439	000441	000495	000496	000554	000571	000598
1639331549	c0:98:e5:42:00:2a	000789	000385	000389	000405	000418	000423	000429	000432	000445	000453	000464	000472	000479	000481	000490	000497	000501	000504	000514	000544	000547	000548	000552	000563	000614	000618	000623	000631	000641	000656	000657	000614
1639331550	c0:98:e5:42:00:2a	000843	000510	000519	000527	000535	000548	000554	000555	000583	000584	000589	000601	000604	000607	000616	000622	000634	000656	000661	000673	000680	000693	000744	000752	000770	000791	000794	000819	000864	000941	000951	000629
1639331551	c0:98:e5:42:00:2a	000461	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	999999	000006	000018	000030	000040	000040	000041	000047	000063	000070	000071	000073	000107	000128	000194	000311	000645
1639331552	c0:98:e5:42:00:2a	000790	000385	000429	000433	000457	000478	000491	000496	000498	000504	000518	000521	000525	000533	000535	000575	000577	000587	000588	000592	000622	000627	000660	000667	000668	000684	000694	000699	000804	000819	000873	000661
1639331553	c0:98:e5:42:00:2a	000810	000375	000416	000447	000449	000451	000455	000461	000469	000481	000502	000508	000508	000509	000523	000527	000542	000564	000586	000586	000600	000613	000648	000651	000669	000671	000687	000706	000750	000807	000816	000676
1639331554	c0:98:e5:42:00:2a	000858	000439	000456	000472	000500	000508	000514	000548	000549	000549	000554	000561	000570	000576	000576	000584	000592	000607	000618	000628	000655	000659	000694	000708	000710	000712	000719	000754	000797	000846	000895	000692
1639331555	c0:98:e5:42:00:2a	000820	000406	000412	000441	000443	000451	000454	000472	000477	000483	000488	000501	000525	000529	000534	000544	000555	000558	000558	000584	000635	000639	000642	000654	000664	000676	000682	000716	000760	000813	000832	000707
1639331556	c0:98:e5:42:00:2a	000829	000443	000454	000484	000488	000490	000520	000530	000533	000556	000558	000559	000562	000567	000571	000591	000592	000629	000660	000676	000681	000683	000683	000683	000731	000732	000738	000791	000834	000857	000927	000723
1639331557	c0:98:e5:42:00:2a	000835	000431	000453	000461	000462	000470	000472	000509	000514	000542	000543	000547	000556	000557	000559	000572	000574	000588	000598	000614	000635	000645	000679	000689	000690	000703	000704	000705	000772	000812	000868	000739
1639331558	c0:98:e5:42:00:2a	000826	000423	000426	000448	000458	000459	000474	000478	000493	000494	000513	000514	000514	000518	000529	000543	000566	000591	000598	000601	000605	000620	000622	000654	000657	000665	000672	000673	000784	000814	000829	000754
1639331559	c0:98:e5:42:00:2a	000678	000148	000166	000210	000212	000227	000232	000235	000237	000244	000248	000249	000252	000280	000298	000304	000333	000334	000342	000344	000345	000346	000354	000366	000369	000373	000379	000400	000449	000499	000506	000770
1639331560	c0:98:e5:42:00:2a	000562	000221	000226	000235	000270	000276	000287	000291	000297	000298	000310	000316	000316	000340	000344	000375	000380	000386	000390	000395	000395	000404	000410	000416	000469	000514	000561	000568	000609	000715	000756	000786
1639331561	c0:98:e5:42:00:2a	000805	000366	000398	000399	000446	000473	000479	000485	000491	000495	000511	000513	000515	000515	000520	000524	000547	000561	000563	000570	000573	000579	000595	000600	000660	000667	000676	000687	000689	000813	000826	000801
1639331562	c0:98:e5:42:00:2a	000820	000412	000435	000479	000480	000482	000489	000517	000537	000543	000558	000561	000562	000565	000568	000570	000586	000591	000593	000612	000614	000620	000651	000667	000723	000736	000766	000774	000787	000839	000857	000817
1639331563	c0:98:e5:42:00:2a	000773	000356	000404	000433	000438	000446	000446	000484	000486	000505	000509	000513	000517	000522	000524	000525	000546	000547	000557	000577	000584	000607	000607	000636	000647	000679	000690	000699	000732	000802	000838	000832
1639331564	c0:98:e5:42:00:2a	000601	000052	000077	000083	000120	000136	000142	000145	000149	000149	000150	000155	000156	000156	000187	000191	000194	000195	000197	000209	000224	000235	000243	000247	000269	000275	000301	000301	000302	000321	000448	000848
1639331565	c0:98:e5:42:00:2a	000623	000158	000184	000205	000219	000226	000228	000231	000240	000247	000247	000249	000254	000256	000256	000259	000266	000275	000311	000343	000345	000369	000369	000371	000381	000383	000390	000397	000414	000444	000519	000864
1639331566	c0:98:e5:42:00:2a	000698	000211	000234	000299	000307	000308	000318	000320	000330	000332	000335	000338	000361	000363	000366	000374	000378	000408	000413	000418	000428	000446	000452	000465	000472	000474	000502	000502	000529	000554	000566	000879
1639331567	c0:98:e5:42:00:2a	000842	000548	000568	000576	000581	000589	000590	000610	000612	000643	000667	000680	000695	000695	000699	000703	000708	000713	000740	000748	000760	000765	000775	000793	000810	000836	000842	000890	000923	000948	000955	000895
1639331568	c0:98:e5:42:00:2a	000627	000199	000212	000229	000235	000238	000246	000248	000250	000252	000274	000275	000275	000279	000296	000297	000303	000317	000327	000327	000360	000373	000377	000377	000403	000424	000426	000432	000467	000489	000583	000910
1639331569	c0:98:e5:42:00:2a	000642	000050	000134	000134	000144	000154	000157	000173	000181	000184	000186	000188	000192	000210	000218	000236	000238	000241	000253	000264	000265	000275	000279	000283	000315	000332	000335	000367	000383	000409	000479	000926
1639331570	c0:98:e5:42:00:2a	000729	000272	000272	000272	000285	000297	000301	000322	000334	000347	000358	000360	000362	000368	000369	000372	000375	000380	000387	000391	000411	000428	000429	000435	000446	000446	000492	000507	000519	000523	000600	000942
1639331571	c0:98:e5:42:00:2a	000714	000299	000307	000362	000375	000376	000377	000379	000390	000392	000407	000411	000415	000419	000429	000442	000452	000460	000479	000485	000489	000497	000498	000499	000503	000507	000553	000553	000589	000658	000667	000957
1639331572	c0:98:e5:42:00:2a	000790	000378	000397	000421	000431	000440	000457	000482	000486	000488	000492	000514	000515	000518	000519	000520	000525	000548	000548	000566	000568	000584	000611	000619	000633	000683	000685	000773	000803	000810	000869	000973
### RSSI: -56, 29, 1639331573, 977
### RSSI: -61, 1, 1639331573, 979
### RSSI: -58, 13, 1639331573, 980
### RSSI: -60, 7, 1639331573, 982
### RSSI: -61, 5, 1639331573, 984
### RSSI: -55, 19, 1639331573, 985
### RSSI: -55, 20, 1639331573, 987
### RSSI: -54, 27, 1639331573, 988
1639331573	c0:98:e5:42:00:2a	000763	000408	000450	000469	000477	000489	000494	000512	000516	000531	000536	000537	000543	000545	000553	000561	000575	000577	000578	000579	000580	000583	000665	000669	000670	000693	000749	000779	000792	000848	000865	000989
### RSSI: -56, 11, 1639331574, 990
### RSSI: -60, 0, 1639331574, 991
### RSSI: -56, 17, 1639331574, 993
### RSSI: -60, 9, 1639331574, 995
### RSSI: -56, 11, 1639331574, 996
### RSSI: -58, 14, 1639331574, 998
### RSSI: -63, 3, 1639331574, 999
### RSSI: -55, 22, 1639331574, 1001
### RSSI: -61, 8, 1639331574, 1002
1639331574	c0:98:e5:42:00:2a	000713	000306	000322	000352	000356	000370	000385	000386	000402	000407	000411	000417	000419	000420	000429	000447	000448	000461	000467	000470	000481	000482	000505	000505	000509	000511	000531	000586	000597	000689	000691	001004
### RSSI: -54, 31, 1639331575, 1018
1639331575	c0:98:e5:42:00:2a	000666	000327	000366	000370	000378	000388	000398	000405	000420	000422	000434	000452	000455	000466	000473	000475	000477	000486	000504	000513	000524	000536	000543	000592	000612	000639	000652	000732	000757	000774	000821	001020
### RSSI: -54, 27, 1639331575, 1034
1639331576	c0:98:e5:42:00:2a	000736	000269	000295	000328	000352	000357	000369	000402	000404	000404	000405	000423	000426	000426	000431	000431	000433	000441	000446	000457	000459	000465	000484	000515	000522	000534	000565	000577	000591	000622	000647	001035
### RSSI: -60, 0, 1639331576, 1049
1639331577	c0:98:e5:42:00:2a	000837	000536	000536	000562	000579	000581	000594	000624	000632	000646	000654	000657	000679	000683	000691	000694	000701	000703	000705	000706	000709	000727	000753	000785	000793	000820	000821	000906	000911	000920	000931	001051
### RSSI: -56, 11, 1639331578, 1065
### Device booted at 2031/01/09 15:58:11; Timestamp: 1925740691
### BATTERY VOLTAGE: 4264 mV; Timestamp: 1925740691
### CHARGING STATUS: NOT PLUGGED IN and NOT CHARGING; Timestamp: 1925740691
1639331619	c0:98:e5:42:00:2a	000575	000224	000256	000268	000268	000279	000280	000295	000303	000305	000328	000342	000342	000346	000355	000360	000382	000388	000396	000399	000402	000405	000410	000420	000434	000458	000474	000548	000601	000619	000742	000054
### MOTION CHANGE: STATIONARY; Timestamp: 1639331620
1639331620	c0:98:e5:42:00:2a	000816	000369	000385	000407	000407	000412	000431	000435	000438	000440	000441	000453	000456	000460	000463	000474	000476	000478	000481	000511	000516	000527	000542	000554	000567	000573	000576	000778	000791	000855	000867	000070
### RSSI: -65, 14, 1639331620, 74
### RSSI: -68, 27, 1639331621, 75
### RSSI: -57, 36, 1639331621, 77
### RSSI: -65, 17, 1639331621, 78
### RSSI: -60, 32, 1639331621, 80
### RSSI: -62, 5, 1639331621, 82
### RSSI: -58, 8, 1639331621, 83
### RSSI: -58, 34, 1639331621, 85
1639331621	c0:98:e5:42:00:2a	000791	000403	000418	000423	000425	000429	000432	000437	000445	000447	000457	000464	000472	000480	000483	000490	000491	000508	000524	000526	000526	000542	000547	000563	000569	000602	000680	000733	000825	000843	000905	000085
### RSSI: -62, 13, 1639331621, 86
### RSSI: -60, 32, 1639331621, 88
### RSSI: -65, 24, 1639331621, 89
### RSSI: -59, 9, 1639331622, 91
### RSSI: -65, 24, 1639331622, 93
### RSSI: -62, 5, 1639331622, 94
### RSSI: -59, 0, 1639331622, 96
### RSSI: -58, 8, 1639331622, 97
### RSSI: -70, 26, 1639331622, 99
1639331622	c0:98:e5:42:00:2a	000794	000407	000409	000421	000423	000429	000430	000433	000437	000443	000448	000452	000453	000457	000461	000478	000486	000499	000522	000523	000530	000546	000548	000551	000557	000568	000592	000671	000799	000867	000907	000101
### RSSI: -62, 13, 1639331623, 114
1639331623	c0:98:e5:42:00:2a	000670	000077	000081	000095	000097	000105	000112	000122	000127	000143	000152	000153	000156	000158	000160	000168	000172	000173	000195	000208	000219	000223	000244	000253	000262	000263	000340	000422	000462	000553	000562	000117
### RSSI: -68, 29, 1639331624, 130
1639331624	c0:98:e5:42:00:2a	000636	000441	000458	000463	000466	000468	000471	000474	000481	000485	000487	000501	000502	000504	000508	000526	000536	000540	000567	000572	000573	000575	000581	000610	000610	000620	000715	000795	000832	000869	000907	000132
### RSSI: -65, 30, 1639331625, 146
1639331625	c0:98:e5:42:00:2a	000828	000422	000428	000431	000442	000458	000470	000472	000473	000475	000477	000478	000478	000485	000486	000492	000513	000530	000542	000548	000551	000562	000584	000586	000588	000593	000676	000779	000807	000846	000904	000148
